name,uid,vagga_number,number_in_vagga,volpage
Sūcighara,skt-sv-bu-pm-finot-pc84,,,
Mañcapīṭha,skt-sv-bu-pm-finot-pc85,,,
Tūlonaddha,skt-sv-bu-pm-finot-pc86,,,
Vassikasāṭikā,skt-sv-bu-pm-finot-pc87,,,
Kaṇḍuppaṭicchādi,skt-sv-bu-pm-finot-pc88,,,
Nisīdana,skt-sv-bu-pm-finot-pc89,,,
Sugatacīvara,skt-sv-bu-pm-finot-pc90,,,
Paṭhamapāṭidesanīya,skt-sv-bu-pm-finot-pd1,,,
Dutiyapāṭidesanīya,skt-sv-bu-pm-finot-pd2,,,
Tatiyapāṭidesanīya,skt-sv-bu-pm-finot-pd3,,,
Catutthapāṭidesanīya,skt-sv-bu-pm-finot-pd4,,,
Nātyutkṛṣtaṁ nivāsayiṣyāma,skt-sv-bu-pm-finot-sk1,,,
Nātyavakṛṣṭaṁ nivāsayiṣyāma,skt-sv-bu-pm-finot-sk2,,,
Na vikīrṇaṁ nivāsayiṣyāma,skt-sv-bu-pm-finot-sk3,,,
Na nāgaśīrṣakaṁ,skt-sv-bu-pm-finot-sk4,,,
Na tālapatraṁ,skt-sv-bu-pm-finot-sk5,,,
Na hastiśuṇḍaṁ,skt-sv-bu-pm-finot-sk6,,,
Na kulmāsapiṇḍakaṁ,skt-sv-bu-pm-finot-sk7,,,
Na kalāpakaṁ,skt-sv-bu-pm-finot-sk8,,,
Parimaṇḍala,skt-sv-bu-pm-finot-sk12,,,
Nātyutkṛṣṭaṃ prāvariṣyāma,skt-sv-bu-pm-finot-sk13,,,
Nātyavakṛṣṭaṁ prāvariṣyāma,skt-sv-bu-pm-finot-sk14,,,
Na vikīrṇaṁ prāvariṣyāma,skt-sv-bu-pm-finot-sk15,,,
Suppaṭicchanna,skt-sv-bu-pm-finot-sk17,,,
Dutiyasuppaṭicchanna,skt-sv-bu-pm-finot-sk18,,,
Susaṃvuta,skt-sv-bu-pm-finot-sk19,,,
Dutiyasusaṃvuta,skt-sv-bu-pm-finot-sk20,,,
Okkhittacakkhu,skt-sv-bu-pm-finot-sk21,,,
Dutiyaokkhittacakkhu,skt-sv-bu-pm-finot-sk22,,,
Appasadda,skt-sv-bu-pm-finot-sk27,,,
Dutiyaappasadda,skt-sv-bu-pm-finot-sk28,,,
Oguṇṭhita,skt-sv-bu-pm-finot-sk31,,,
Dutiyaoguṇṭhita,skt-sv-bu-pm-finot-sk32,,,
Na veṣṭitaśiraso pravekṣyāma,skt-sv-bu-pm-finot-sk33,,,
Na veṣṭitaśiraso niṣatsyāma,skt-sv-bu-pm-finot-sk34,,,
Khambhakata,skt-sv-bu-pm-finot-sk35,,,
Dutiyakhambhakata,skt-sv-bu-pm-finot-sk36,,,
Ukkhittaka,skt-sv-bu-pm-finot-sk37,,,
Na paryastikākṛta pravekṣyāma,skt-sv-bu-pm-finot-sk39,,,
Pallatthika,skt-sv-bu-pm-finot-sk40,,,
Nātyastikākṛtā pravekṣyāma,skt-sv-bu-pm-finot-sk41,,,
Nātyastikākṛtā niṣatsyāma,skt-sv-bu-pm-finot-sk42,,,
Na vinyastikākṛta pravekṣyāma,skt-sv-bu-pm-finot-sk43,,,
Na vinyastikākṛta niṣatsyāma,skt-sv-bu-pm-finot-sk44,,,
Na vikṣiptikākṛtā pravekṣyāma,skt-sv-bu-pm-finot-sk45,,,
Na vikṣiptikākṛtā niṣatsyāma,skt-sv-bu-pm-finot-sk46,,,
Bāhuppacālaka,skt-sv-bu-pm-finot-sk47,,,
Dutiyabāhuppacālaka,skt-sv-bu-pm-finot-sk48,,,
Na cāṃsapracālakā pravekṣyāma,skt-sv-bu-pm-finot-sk49,,,
Na cāṃsapracālakā niṣatsyāma,skt-sv-bu-pm-finot-sk50,,,
Sīsappacālaka,skt-sv-bu-pm-finot-sk51,,,
Dutiyasīsappacālaka,skt-sv-bu-pm-finot-sk52,,,
Kāyappacālaka,skt-sv-bu-pm-finot-sk53,,,
Dutiyakāyappacālaka,skt-sv-bu-pm-finot-sk54,,,
Na hastasaṃlagnikaya pravekṣyāma,skt-sv-bu-pm-finot-sk55,,,
Na hastasaṃlagnikaya niṣatsyāma,skt-sv-bu-pm-finot-sk56,,,
Na viḍaṅgikaya pravekṣyāma,skt-sv-bu-pm-finot-sk57,,,
Na viḍaṅgikaya niṣatsyāma,skt-sv-bu-pm-finot-sk58,,,
Na pāde pādam pravekṣyāma,skt-sv-bu-pm-finot-sk59,,,
Na pāde pādam niṣatsyāma,skt-sv-bu-pm-finot-sk60,,,
Na pāṇau hanum niṣatsyāma,skt-sv-bu-pm-finot-sk61,,,
Sakkaccapaṭiggahaṇa,skt-sv-bu-pm-finot-sk62,,,
Satkṛtya sūpaṃ pratigṛhīṣyāma,skt-sv-bu-pm-finot-sk63,,,
Samasūpaka,skt-sv-bu-pm-finot-sk65,,,
Kabaḷāvacchedaka,skt-sv-bu-pm-finot-sk66,,,
Avagaṇḍakāraka,skt-sv-bu-pm-finot-sk67,,,
Nātimahanta,skt-sv-bu-pm-finot-sk68,,,
Parimaṇḍala,skt-sv-bu-pm-finot-sk69,,,
Anāhaṭa,skt-sv-bu-pm-finot-sk70,,,
Sakabaḷa,skt-sv-bu-pm-finot-sk71,,,
Capucapukāraka,skt-sv-bu-pm-finot-sk73,,,
Nojjighrantaḥ,skt-sv-bu-pm-finot-sk75,,,
Jivhānicchāraka,skt-sv-bu-pm-finot-sk76,,,
Hatthanillehaka,skt-sv-bu-pm-finot-sk78,,,
Pattanillehaka,skt-sv-bu-pm-finot-sk79,,,
Sitthāvakāraka,skt-sv-bu-pm-finot-sk80,,,
Hatthaniddhunaka,skt-sv-bu-pm-finot-sk81,,,
Sāmisa,skt-sv-bu-pm-finot-sk82,,,
Odanappaṭicchādana,skt-sv-bu-pm-finot-sk83,,,
Ujjhānasaññī,skt-sv-bu-pm-finot-sk85,,,
Pattasaññī,skt-sv-bu-pm-finot-sk86,,,
Sasitthaka,skt-sv-bu-pm-finot-sk88,,,
Na aśvārūḍhāya,skt-sv-bu-pm-finot-sk89,,,
Uppathenagamana,skt-sv-bu-pm-finot-sk90,,,
Pacchatogamana,skt-sv-bu-pm-finot-sk91,,,
Nīcāsana,skt-sv-bu-pm-finot-sk92,,,
Ṭhita,skt-sv-bu-pm-finot-sk93,,,
Sayana,skt-sv-bu-pm-finot-sk94,,,
Oguṇṭhita,skt-sv-bu-pm-finot-sk95,,,
Veṭhita,skt-sv-bu-pm-finot-sk96,,,
Na kaṃbhākṛtasya,skt-sv-bu-pm-finot-sk97,,,
Nokkhittakāyassa,skt-sv-bu-pm-finot-sk98,,,
Pallatthika,skt-sv-bu-pm-finot-sk99,,,
Nātyastikākṛtasya,skt-sv-bu-pm-finot-sk100,,,
Na vinyastikākṛtasya,skt-sv-bu-pm-finot-sk101,,,
Na vikṣiptikākṛtasya,skt-sv-bu-pm-finot-sk102,,,
Pāduka,skt-sv-bu-pm-finot-sk103,,,
Upāhanāruḷha,skt-sv-bu-pm-finot-sk104,,,
Daṇḍapāṇi,skt-sv-bu-pm-finot-sk105,,,
Chattapāṇi,skt-sv-bu-pm-finot-sk106,,,
Satthapāṇi,skt-sv-bu-pm-finot-sk107,,,
Na khaḍgapāṇa,skt-sv-bu-pm-finot-sk108,,,
Āvudhapāṇi,skt-sv-bu-pm-finot-sk109,,,
Hariteuccāra,skt-sv-bu-pm-finot-sk110,,,
Udakeuccāra,skt-sv-bu-pm-finot-sk111,,,
Ṭhitouccāra,skt-sv-bu-pm-finot-sk112,,,
Na sādhikapauruṣa ,skt-sv-bu-pm-finot-sk113,,,
Paṭhamaaniyata,skt-sv-bu-pm-finot-an1,,,
Dutiyaaniyata,skt-sv-bu-pm-finot-an2,,,
Methunadhamma,zh-mu-bu-vb-pj1,,,
Dinnādāna,zh-mu-bu-vb-pj2,,,
Manussaviggaha,zh-mu-bu-vb-pj3,,,
Uttarimanussadhamma,zh-mu-bu-vb-pj4,,,
Sukkavisaṭṭhi,zh-mu-bu-vb-ss1,,,
Kāyasaṁsagga,zh-mu-bu-vb-ss2,,,
Duṭṭhullavācā,zh-mu-bu-vb-ss3,,,
Attakāmpāricariya,zh-mu-bu-vb-ss4,,,
Sañcaritta,zh-mu-bu-vb-ss5,,,
Kuṭikāra,zh-mu-bu-vb-ss6,,,
Vihārakāra,zh-mu-bu-vb-ss7,,,
Duṭṭhadosa,zh-mu-bu-vb-ss8,,,
Aññabhāgiya,zh-mu-bu-vb-ss9,,,
Saṅghabheda,zh-mu-bu-vb-ss10,,,
Bhedānuvattaka,zh-mu-bu-vb-ss11,,,
Kuladūsaka,zh-mu-bu-vb-ss12,,,
Dubbaca,zh-mu-bu-vb-ss13,,,
Sammukhāvinaya,zh-mu-bu-vb-as1,,,
Sativinaya,zh-mu-bu-vb-as2,,,
Amūḷhavinaya,zh-mu-bu-vb-as3,,,
Tassapāpiyasikā,zh-mu-bu-vb-as4,,,
Yebhuyyasikā,zh-mu-bu-vb-as5,,,
Paṭiññātakaraṇa,zh-mu-bu-vb-as6,,,
Tiṇavatthāraka,zh-mu-bu-vb-as7,,,
Kathina,zh-mu-bu-vb-np1,,,
Udosita,zh-mu-bu-vb-np2,,,
Cīvarapaṭiggahana,zh-mu-bu-vb-np3,,,
Akālacīvara,zh-mu-bu-vb-np4,,,
Purāṇacīvara,zh-mu-bu-vb-np5,,,
Aññātakaviññatti,zh-mu-bu-vb-np6,,,
Tatuttari,zh-mu-bu-vb-np7,,,
Upakkhata,zh-mu-bu-vb-np8,,,
Dutiyaupakkhata,zh-mu-bu-vb-np9,,,
Rāja,zh-mu-bu-vb-np10,,,
Kosiya,zh-mu-bu-vb-np11,,,
Suddhakāla,zh-mu-bu-vb-np12,,,
Dvebhāga,zh-mu-bu-vb-np13,,,
Chabbassa,zh-mu-bu-vb-np14,,,
Nisīdanasanthata,zh-mu-bu-vb-np15,,,
Eḷakaloma,zh-mu-bu-vb-np16,,,
Eḷakalomadhovāpana,zh-mu-bu-vb-np17,,,
Rūpiya,zh-mu-bu-vb-np18,,,
Rūpiyasaṁvohāra,zh-mu-bu-vb-np19,,,
Kayavikkaya,zh-mu-bu-vb-np20,,,
Patta,zh-mu-bu-vb-np21,,,
Ūnapañcabandhana,zh-mu-bu-vb-np22,,,
Suttaviññatti,zh-mu-bu-vb-np23,,,
Mahāpesakāra,zh-mu-bu-vb-np24,,,
Cīvaraacchindana,zh-mu-bu-vb-np25,,,
Sāsaṅka,zh-mu-bu-vb-np26,,,
Accekacīvara,zh-mu-bu-vb-np27,,,
Vassikasāṭika,zh-mu-bu-vb-np28,,,
Pariṇata,zh-mu-bu-vb-np29,,,
Bhesajja,zh-mu-bu-vb-np30,,,
Musāvāda,zh-mu-bu-vb-pc1,,,
Omasavāda,zh-mu-bu-vb-pc2,,,
Pesuñña,zh-mu-bu-vb-pc3,,,
Ukkoṭana,zh-mu-bu-vb-pc4,,,
Dhammadesanā,zh-mu-bu-vb-pc5,,,
Padasodhamma,zh-mu-bu-vb-pc6,,,
Bhūtārocana,zh-mu-bu-vb-pc7,,,
Duṭṭhullārocana,zh-mu-bu-vb-pc8,,,
Dubbala,zh-mu-bu-vb-pc9,,,
Vilekhana,zh-mu-bu-vb-pc10,,,
Bhūtagāma,zh-mu-bu-vb-pc11,,,
Ujjhāpanaka,zh-mu-bu-vb-pc12,,,
Aññavādaka,zh-mu-bu-vb-pc13,,,
Mañcasanthārana,zh-mu-bu-vb-pc14,,,
Seyyasanthārana,zh-mu-bu-vb-pc15,,,
Nikkaḍḍhana,zh-mu-bu-vb-pc16,,,
Anupakhajja,zh-mu-bu-vb-pc17,,,
Vehāsakuṭi,zh-mu-bu-vb-pc18,,,
Sappāṇaka,zh-mu-bu-vb-pc19,,,
Mahallakavihāra,zh-mu-bu-vb-pc20,,,
Ovāda,zh-mu-bu-vb-pc21,,,
Atthaṅgata,zh-mu-bu-vb-pc22,,,
Āmisa,zh-mu-bu-vb-pc23,,,
Cīvaradāna,zh-mu-bu-vb-pc24,,,
Cīvarasibbana,zh-mu-bu-vb-pc25,,,
Saṃvidhāna,zh-mu-bu-vb-pc26,,,
Nāvābhiruhana,zh-mu-bu-vb-pc27,,,
Rahasi sthānaṁ,zh-mu-bu-vb-pc28,,,
Rahonisajja,zh-mu-bu-vb-pc29,,,
Paripācita,zh-mu-bu-vb-pc30,,,
Paramparabhojana,zh-mu-bu-vb-pc31,,,
Āvasathapiṇḍa,zh-mu-bu-vb-pc32,,,
Dvittipattapūrapaṭiggahaṇa,zh-mu-bu-vb-pc33,,,
Pavāraṇā,zh-mu-bu-vb-pc34,,,
Dutiyapavāraṇā,zh-mu-bu-vb-pc35,,,
Gaṇabhojana,zh-mu-bu-vb-pc36,,,
Vikālabhojana,zh-mu-bu-vb-pc37,,,
Sannidhikāraka,zh-mu-bu-vb-pc38,,,
Dantapona,zh-mu-bu-vb-pc39,,,
Paṇītabhojana,zh-mu-bu-vb-pc40,,,
Sappāṇaka,zh-mu-bu-vb-pc41,,,
Sabhojana,zh-mu-bu-vb-pc42,,,
Sabhojanakulasthānaṁ,zh-mu-bu-vb-pc43,,,
Acelaka,zh-mu-bu-vb-pc44,,,
Uyyuttasenā,zh-mu-bu-vb-pc45,,,
Senāvāsa,zh-mu-bu-vb-pc46,,,
Uyyodhika,zh-mu-bu-vb-pc47,,,
Pahāra,zh-mu-bu-vb-pc48,,,
Talasattika,zh-mu-bu-vb-pc49,,,
Duṭṭhulla,zh-mu-bu-vb-pc50,,,
Uyyojana,zh-mu-bu-vb-pc51,,,
Jotika,zh-mu-bu-vb-pc52,,,
Kammapaṭibāhana,zh-mu-bu-vb-pc53,,,
Anupasampannasahaseyya,zh-mu-bu-vb-pc54,,,
Antarāyika,zh-mu-bu-vb-pc55,,,
Ukkhittasambhoga,zh-mu-bu-vb-pc56,,,
Samaṇuddesaantarāyika,zh-mu-bu-vb-pc57,,,
Dubbaṇṇakaraṇa,zh-mu-bu-vb-pc58,,,
Ratana,zh-mu-bu-vb-pc59,,,
Nahāna,zh-mu-bu-vb-pc60,,,
Sañcicca,zh-mu-bu-vb-pc61,,,
Sañcicca,zh-mu-bu-vb-pc62,,,
Aṅgulipatodaka,zh-mu-bu-vb-pc63,,,
Hasadhamma,zh-mu-bu-vb-pc64,,,
Mātugāmasahaseyya,zh-mu-bu-vb-pc65,,,
Bhiṃsāpana,zh-mu-bu-vb-pc66,,,
Cīvaraapanidhāna,zh-mu-bu-vb-pc67,,,
Vikappana,zh-mu-bu-vb-pc68,,,
Amūlaka,zh-mu-bu-vb-pc69,,,
Saṃvidhāna,zh-mu-bu-vb-pc70,,,
Theyyasattha,zh-mu-bu-vb-pc71,,,
Ūnavīsativassa,zh-mu-bu-vb-pc72,,,
Pathavīkhaṇana,zh-mu-bu-vb-pc73,,,
Catumāsappaccayapavāraṇā,zh-mu-bu-vb-pc74,,,
Sahadhammika,zh-mu-bu-vb-pc75,,,
Upassuti,zh-mu-bu-vb-pc76,,,
Chandaṃadatvāgamana,zh-mu-bu-vb-pc77,,,
Anādariya,zh-mu-bu-vb-pc78,,,
Surāpāna,zh-mu-bu-vb-pc79,,,
Vikālagāmappavisana,zh-mu-bu-vb-pc80,,,
Cāritta,zh-mu-bu-vb-pc81,,,
Antepura,zh-mu-bu-vb-pc82,,,
Mohana,zh-mu-bu-vb-pc83,,,
Sūcighara,zh-mu-bu-vb-pc84,,,
Mañcapīṭha,zh-mu-bu-vb-pc85,,,
Tūlonaddha,zh-mu-bu-vb-pc86,,,
Nisīdana,zh-mu-bu-vb-pc87,,,
Kaṇḍuppaṭicchādi,zh-mu-bu-vb-pc88,,,
Vassikasāṭikā,zh-mu-bu-vb-pc89,,,
Sugatacīvara,zh-mu-bu-vb-pc90,,,
Paṭhamapāṭidesanīya,zh-mu-bu-vb-pd1,,,
Dutiyapāṭidesanīya,zh-mu-bu-vb-pd2,,,
Tatiyapāṭidesanīya,zh-mu-bu-vb-pd3,,,
Catutthapāṭidesanīya,zh-mu-bu-vb-pd4,,,
Parimaṇḍala,zh-mu-bu-vb-sk1,,,
Nātyutkṛṣtaṁ nivāsayiṣyāma,zh-mu-bu-vb-sk2,,,
Nātyavakṛṣṭaṁ nivāsayiṣyāma,zh-mu-bu-vb-sk3,,,
Na hastiśuṇḍaṁ,zh-mu-bu-vb-sk4,,,
Na nāgaśīrṣakaṁ,zh-mu-bu-vb-sk5,,,
Na tālapatraṁ,zh-mu-bu-vb-sk6,,,
Na kulmāsapiṇḍakaṁ,zh-mu-bu-vb-sk7,,,
Dutiyaparimaṇḍala,zh-mu-bu-vb-sk8,,,
Nātyutkṛṣṭaṃ prāvariṣyāma,zh-mu-bu-vb-sk9,,,
Nātyavakṛṣṭaṁ prāvariṣyāma,zh-mu-bu-vb-sk10,,,
Susaṃvuta,zh-mu-bu-vb-sk11,,,
Suppaṭicchanna,zh-mu-bu-vb-sk12,,,
Appasadda,zh-mu-bu-vb-sk13,,,
Okkhittacakkhu,zh-mu-bu-vb-sk14,,,
Oguṇṭhita,zh-mu-bu-vb-sk15,,,
Ukkhittaka,zh-mu-bu-vb-sk16,,,
Nātyastikākṛtā pravekṣyāma,zh-mu-bu-vb-sk17,,,
Na vinyastikākṛta pravekṣyāma,zh-mu-bu-vb-sk18,,,
Na paryastikākṛta pravekṣyāma,zh-mu-bu-vb-sk19,,,
Ukkuṭika,zh-mu-bu-vb-sk20,,,
Noṭṭambikayā gamiṣyāma,zh-mu-bu-vb-sk21,,,
Na vikṣiptikākṛtā pravekṣyāma,zh-mu-bu-vb-sk22,,,
Na nikaṭotkuṭakayā gamiṣyāma,zh-mu-bu-vb-sk23,,,
Khambhakata,zh-mu-bu-vb-sk24,,,
Kāyappacālaka,zh-mu-bu-vb-sk25,,,
Bāhuppacālaka,zh-mu-bu-vb-sk26,,,
Sīsappacālaka,zh-mu-bu-vb-sk27,,,
Nāṃsotphatikayā gamiṣyāma,zh-mu-bu-vb-sk28,,,
Na hastasaṃlagnikaya pravekṣyāma,zh-mu-bu-vb-sk29,,,
Nānujñātā niṣatsyāma,zh-mu-bu-vb-sk30,,,
Nāprativekṣyāsanaṃ niṣatsyāma ,zh-mu-bu-vb-sk31,,,
Na sarvakāyaṃ samavadhāyā niṣatsyāma,zh-mu-bu-vb-sk32,,,
Na pāde pādam pravekṣyāma,zh-mu-bu-vb-sk33,,,
Na gulphe gulpham niṣatsyāma,zh-mu-bu-vb-sk34,,,
Na gulphe gulpham niṣatsyāma,zh-mu-bu-vb-sk35,,,
Na saṃkṣipya pādau niṣatsyāma,zh-mu-bu-vb-sk36,,,
Na vikṣipya pādau niṣatsyāma,zh-mu-bu-vb-sk37,,,
Na viḍaṅgikaya niṣatsyāma,zh-mu-bu-vb-sk38,,,
Sakkaccapaṭiggahaṇa,zh-mu-bu-vb-sk39,,,
Satkṛtya sūpaṃ pratigṛhīṣyāma,zh-mu-bu-vb-sk40,,,
Samatittika,zh-mu-bu-vb-sk40,,,
Samasūpaka,zh-mu-bu-vb-sk41,,,
Sapadāna,zh-mu-bu-vb-sk42,,,
Na anāgate khādanīyabhojanīye pātram upanāmayiṣyāma,zh-mu-bu-vb-sk44,,,
Nopari khādanīyabhojanīyasya pātraṃ dhārayiṣyāma,zh-mu-bu-vb-sk45,,,
Sakkacca,zh-mu-bu-vb-sk46,,,
Nātikṣuṇaka,zh-mu-bu-vb-sk47,,,
Nātimahanta,zh-mu-bu-vb-sk48,,,
Parimaṇḍala,zh-mu-bu-vb-sk49,,,
Anāhaṭa,zh-mu-bu-vb-sk50,,,
Sakabaḷa,zh-mu-bu-vb-sk51,,,
Odanappaṭicchādana,zh-mu-bu-vb-sk52,,,
Sūpapraṭicchādana,zh-mu-bu-vb-sk53,,,
Capucapukāraka,zh-mu-bu-vb-sk54,,,
Surusurukāraka,zh-mu-bu-vb-sk55,,,
Na thutthukāraka,zh-mu-bu-vb-sk56,,,
Na phuphukkāraka,zh-mu-bu-vb-sk57,,,
Sitthāvakāraka,zh-mu-bu-vb-sk58,,,
Nāvarṇakārakaṃ paribhokṣyāma,zh-mu-bu-vb-sk59,,,
Avagaṇḍakāraka,zh-mu-bu-vb-sk60,,,
Kabaḷāvacchedaka,zh-mu-bu-vb-sk61,,,
Jivhānicchāraka,zh-mu-bu-vb-sk62,,,
Thūpakata,zh-mu-bu-vb-sk63,,,
Hatthanillehaka,zh-mu-bu-vb-sk64,,,
Pattanillehaka,zh-mu-bu-vb-sk65,,,
Hatthaniddhunaka,zh-mu-bu-vb-sk66,,,
Na pātrasaṃdhūnaka,zh-mu-bu-vb-sk67,,,
Pattasaññī,zh-mu-bu-vb-sk68,,,
Ujjhānasaññī,zh-mu-bu-vb-sk69,,,
Sāmisa,zh-mu-bu-vb-sk70,,,
Sasitthaka,zh-mu-bu-vb-sk71,,,
Na pātreṇa vighasa,zh-mu-bu-vb-sk72,,,
Anāstīrṇe pṛthivīpradeśe pātraṃ,zh-mu-bu-vb-sk73,,,
Notthitāḥ pātraṃ nirmādayiṣyāma,zh-mu-bu-vb-sk74,,,
Na tate na prapāte na prāgbhāre pātraṃ sthāpayiṣyāma,zh-mu-bu-vb-sk75,,,
Na nadyāḥ pratisrotaḥ pātrodakaṃ grahīṣyāma,zh-mu-bu-vb-sk76,,,
Ṭhita,zh-mu-bu-vb-sk77,,,
Nisinno sayanassa,zh-mu-bu-vb-sk78,,,
Nīcāsana,zh-mu-bu-vb-sk79,,,
Pacchatogamana,zh-mu-bu-vb-sk80,,,
Uppathenagamana,zh-mu-bu-vb-sk81,,,
Oguṇṭhita,zh-mu-bu-vb-sk82,,,
Nokkhittakāyassa,zh-mu-bu-vb-sk83,,,
Nātyastikākṛtasya,zh-mu-bu-vb-sk84,,,
Na vinyastikākṛtasya,zh-mu-bu-vb-sk85,,,
Pallatthika,zh-mu-bu-vb-sk86,,,
Na hastyārūḍhāya,zh-mu-bu-vb-sk87,,,
Na aśvārūḍhāya,zh-mu-bu-vb-sk88,,,
Yāna,zh-mu-bu-vb-sk89,,,
Na śivikānūḍhāya,zh-mu-bu-vb-sk90,,,
Pāduka,zh-mu-bu-vb-sk91,,,
Upāhanāruḷha,zh-mu-bu-vb-sk92,,,
Na kholaśirase,zh-mu-bu-vb-sk93,,,
Na mauliśirase,zh-mu-bu-vb-sk94,,,
Noṣṇīṣaśirase,zh-mu-bu-vb-sk95,,,
Veṭhita,zh-mu-bu-vb-sk96,,,
Na mālāśirase,zh-mu-bu-vb-sk97,,,
Chattapāṇi,zh-mu-bu-vb-sk98,,,
Ṭhitouccāra,zh-mu-bu-vb-sk99,,,
Udakeuccāra,zh-mu-bu-vb-sk100,,,
Hariteuccāra,zh-mu-bu-vb-sk101,,,
Na sādhikapauruṣa ,zh-mu-bu-vb-sk102,,,
Paṭhamaaniyata,zh-mu-bu-vb-an1,,,
Dutiyaaniyata,zh-mu-bu-vb-an2,,,
Methunadhamma,zh-mu-bu-pm-pj1,,,
Dinnādāna,zh-mu-bu-pm-pj2,,,
Manussaviggaha,zh-mu-bu-pm-pj3,,,
Uttarimanussadhamma,zh-mu-bu-pm-pj4,,,
Sukkavisaṭṭhi,zh-mu-bu-pm-ss1,,,
Kāyasaṁsagga,zh-mu-bu-pm-ss2,,,
Duṭṭhullavācā,zh-mu-bu-pm-ss3,,,
Attakāmpāricariya,zh-mu-bu-pm-ss4,,,
Sañcaritta,zh-mu-bu-pm-ss5,,,
Kuṭikāra,zh-mu-bu-pm-ss6,,,
Vihārakāra,zh-mu-bu-pm-ss7,,,
Duṭṭhadosa,zh-mu-bu-pm-ss8,,,
Aññabhāgiya,zh-mu-bu-pm-ss9,,,
Saṅghabheda,zh-mu-bu-pm-ss10,,,
Bhedānuvattaka,zh-mu-bu-pm-ss11,,,
Kuladūsaka,zh-mu-bu-pm-ss12,,,
Dubbaca,zh-mu-bu-pm-ss13,,,
Sammukhāvinaya,zh-mu-bu-pm-as1,,,
Sativinaya,zh-mu-bu-pm-as2,,,
Amūḷhavinaya,zh-mu-bu-pm-as3,,,
Paṭiññātakaraṇa,zh-mu-bu-pm-as4,,,
Tassapāpiyasikā,zh-mu-bu-pm-as5,,,
Yebhuyyasikā,zh-mu-bu-pm-as6,,,
Tiṇavatthāraka,zh-mu-bu-pm-as7,,,
Kathina,zh-mu-bu-pm-np1,,,
Udosita,zh-mu-bu-pm-np2,,,
Akālacīvara,zh-mu-bu-pm-np3,,,
Cīvarapaṭiggahana,zh-mu-bu-pm-np4,,,
Purāṇacīvara,zh-mu-bu-pm-np5,,,
Aññātakaviññatti,zh-mu-bu-pm-np6,,,
Tatuttari,zh-mu-bu-pm-np7,,,
Upakkhata,zh-mu-bu-pm-np8,,,
Dutiyaupakkhata,zh-mu-bu-pm-np9,,,
Rāja,zh-mu-bu-pm-np10,,,
Kosiya,zh-mu-bu-pm-np11,,,
Suddhakāla,zh-mu-bu-pm-np12,,,
Dvebhāga,zh-mu-bu-pm-np13,,,
Chabbassa,zh-mu-bu-pm-np14,,,
Nisīdanasanthata,zh-mu-bu-pm-np15,,,
Eḷakaloma,zh-mu-bu-pm-np16,,,
Eḷakalomadhovāpana,zh-mu-bu-pm-np17,,,
Rūpiya,zh-mu-bu-pm-np18,,,
Rūpiyasaṁvohāra,zh-mu-bu-pm-np19,,,
Kayavikkaya,zh-mu-bu-pm-np20,,,
Patta,zh-mu-bu-pm-np21,,,
Ūnapañcabandhana,zh-mu-bu-pm-np22,,,
Suttaviññatti,zh-mu-bu-pm-np23,,,
Mahāpesakāra,zh-mu-bu-pm-np24,,,
Cīvaraacchindana,zh-mu-bu-pm-np25,,,
Sāsaṅka,zh-mu-bu-pm-np26,,,
Accekacīvara,zh-mu-bu-pm-np27,,,
Vassikasāṭika,zh-mu-bu-pm-np28,,,
Pariṇata,zh-mu-bu-pm-np29,,,
Bhesajja,zh-mu-bu-pm-np30,,,
Musāvāda,zh-mu-bu-pm-pc1,,,
Omasavāda,zh-mu-bu-pm-pc2,,,
Pesuñña,zh-mu-bu-pm-pc3,,,
Ukkoṭana,zh-mu-bu-pm-pc4,,,
Dhammadesanā,zh-mu-bu-pm-pc5,,,
Padasodhamma,zh-mu-bu-pm-pc6,,,
Bhūtārocana,zh-mu-bu-pm-pc7,,,
Duṭṭhullārocana,zh-mu-bu-pm-pc8,,,
Dubbala,zh-mu-bu-pm-pc9,,,
Vilekhana,zh-mu-bu-pm-pc10,,,
Bhūtagāma,zh-mu-bu-pm-pc11,,,
Ujjhāpanaka,zh-mu-bu-pm-pc12,,,
Aññavādaka,zh-mu-bu-pm-pc13,,,
Mañcasanthārana,zh-mu-bu-pm-pc14,,,
Seyyasanthārana,zh-mu-bu-pm-pc15,,,
Nikkaḍḍhana,zh-mu-bu-pm-pc16,,,
Anupakhajja,zh-mu-bu-pm-pc17,,,
Vehāsakuṭi,zh-mu-bu-pm-pc18,,,
Sappāṇaka,zh-mu-bu-pm-pc19,,,
Mahallakavihāra,zh-mu-bu-pm-pc20,,,
Ovāda,zh-mu-bu-pm-pc21,,,
Atthaṅgata,zh-mu-bu-pm-pc22,,,
Āmisa,zh-mu-bu-pm-pc23,,,
Saṃvidhāna,zh-mu-bu-pm-pc24,,,
Nāvābhiruhana,zh-mu-bu-pm-pc25,,,
Cīvaradāna,zh-mu-bu-pm-pc26,,,
Cīvarasibbana,zh-mu-bu-pm-pc27,,,
Rahonisajja,zh-mu-bu-pm-pc28,,,
Rahonisajja,zh-mu-bu-pm-pc29,,,
Paripācita,zh-mu-bu-pm-pc30,,,
Paramparabhojana,zh-mu-bu-pm-pc31,,,
Āvasathapiṇḍa,zh-mu-bu-pm-pc32,,,
Dvittipattapūrapaṭiggahaṇa,zh-mu-bu-pm-pc33,,,
